-341.6414,3320.088,2380.777,-183.6138,-901.0895,302.9128,-54.64952,-917.2488,709.3779,-158.4535,-519.1025,246.0039,-328.3054,-302.4133,-208.5722,126.3539,-6.833381,2.608732,-241.9478,-125.7727,646.4438,548.4894,55.55855,-522.3184,-820.1041,877.0396,35.62819,449.0317,-240.6461,476.9975,249.9602,303.237,-234.4601,-97.48832,177.9661,507.0764,669.127,396.1265,-77.28703,-70.68318,259.5792,146.4827,763.4185,120.4482,194.1594,184.0824,115.4261,-56.87198,-18.13624,-246.117,-324.9521,416.6107,-55.05003,77.67855,-108.1274,-108.3561,-148.7407,212.9872,198.3066,314.9762,228.5977,-4.316967,144.3103,135.3608,-40.77436,-51.04671,-107.0974,-271.3115,-64.88969,342.8642,177.1949,108.7889,74.23984,59.82808,-36.97179,-95.4057,21.41279,-105.892,-115.3841,-84.25776,-65.4876,-31.95629,-93.46799,51.26653,-53.90901,-6.910075,17.42399,103.6036,-5.79232,-51.43114,-41.68299,-1.387041,-45.33168,14.72106,26.07572,0,0,0,0,0,0
-4587.451,-2603.884,-887.629,-697.2852,-507.0515,275.6208,-472.1417,-95.60397,-812.2057,-229.5942,-1418.106,429.8454,-815.5182,373.8712,-974.8636,48.55326,1075.128,846.8256,-408.5185,137.4141,-669.8411,203.4383,-280.4597,-878.5153,-339.8636,933.4171,-225.336,-295.0302,-741.659,-299.4266,-321.4174,-169.2716,-462.6642,221.7072,531.2828,-305.1598,-181.7417,-62.67848,352.0137,-34.48943,-1.847254,488.1138,-169.6527,-426.263,-108.7192,292.9402,343.6387,-290.4621,194.7684,-157.5396,-146.6902,-227.0381,94.20075,-171.4911,181.8865,10.5085,92.65652,-20.35131,23.86486,-235.4856,-58.06345,50.93963,-2.841541,-51.69025,-90.88358,-98.12287,-118.6435,221.5636,10.2278,-18.27975,-98.96334,-64.38577,84.30098,83.772,53.60164,-17.2237,10.84069,59.23819,91.39904,-14.0101,-10.70513,-44.43921,-10.59809,-59.25241,-57.75611,-29.98913,-63.42139,-27.18126,4.2387,-1.338297,41.67848,-19.3346,-6.953669,-7.02274,14.72384,0,0,0,0,0,0
736.3083,2883.461,1535.74,1044.873,-1664.718,938.2421,-3.970349,-1536.382,237.4895,-222.4189,-401.9861,-1046.505,-183.6222,-632.8477,1008.466,-1523.124,678.4581,-174.6766,-345.6503,-287.516,836.8755,1078.997,674.7498,-253.6349,114.4445,-195.8022,199.4253,-780.8914,195.5521,285.0242,-79.28667,-176.9482,328.0337,-84.79486,266.6226,-658.6633,-167.4471,-313.7588,138.0298,-289.7455,146.7899,59.08271,21.41014,-309.0156,136.5287,258.5559,-111.0302,13.35504,159.2258,22.49069,101.4468,-9.349601,259.3922,-102.9596,-347.1295,-34.70641,55.01226,53.41611,-204.1764,34.07759,15.77853,-70.51694,23.36804,184.8486,150.9955,-40.15128,-6.188639,43.76075,1.629202,-275.0031,7.0707,-117.2664,43.78062,-80.34835,-57.58355,9.292747,29.427,80.20034,36.19815,64.15543,-73.44433,47.8274,131.5089,-1.869147,-18.9365,84.76058,-13.1611,-21.02037,1.373393,-5.012153,34.49222,-6.459044,43.00585,-49.37877,-19.60688,0,0,0,0,0,0
1047.861,-1917.745,-1081.18,-121.6348,484.6897,497.727,-369.512,-34.32816,-196.3978,-745.9696,-2948.946,-262.428,-270.3513,399.3955,1324.183,2.267241,-732.5429,-224.8151,-899.5708,-480.086,-247.2792,-228.0256,-44.51251,-98.87149,-174.3868,-92.20345,150.1238,101.8636,701.9478,-109.3909,144.9759,-51.21157,-276.1254,-13.11903,27.07458,-34.44673,212.4517,240.2173,-252.2763,106.1187,-2.836049,-682.0647,2.906485,-643.1099,-760.9899,-355.5868,-62.28287,-329.3569,-17.828,2.55273,44.293,153.4933,-42.82339,-17.80832,166.1235,-192.4599,-27.17585,70.37587,99.53046,3.998286,-49.8483,-24.95461,-58.18451,87.77815,99.43797,163.925,22.19142,-18.65927,-109.5479,71.27247,111.3042,-47.96636,-17.2452,-47.68104,105.7429,45.14344,-35.84734,94.80068,-53.95473,6.141732,-32.89249,150.7496,-65.37866,26.41998,41.88281,-44.06882,37.83598,18.25786,-64.46312,11.26841,-9.010098,-27.7395,14.65364,-7.468404,-14.25464,0,0,0,0,0,0
1739.288,-2132.177,-917.397,-53.00391,926.4836,439.2343,197.1329,-28.18901,880.9376,-759.0605,-2374.816,-646.7095,161.4777,350.3459,779.9076,101.9398,-920.2599,64.95316,-397.9252,-393.3361,-511.1977,320.2753,170.8717,-138.2803,181.4373,-151.4802,-241.8681,368.0571,245.5263,-102.48,-143.5657,-442.4774,-56.3718,201.2946,71.44258,532.6365,-16.29891,-393.3934,298.5263,-276.3489,13.1809,364.2411,123.2341,1014.427,642.9839,502.4388,-72.06693,180.3861,-22.29851,-81.26039,30.18675,-213.1624,-62.76441,130.9555,-43.02445,259.017,-4.216813,-78.11409,-137.3768,34.09048,-149.1019,-87.5878,80.9209,-181.916,-90.94061,4.262031,41.45887,67.02672,54.83379,-16.42192,-116.3011,46.22874,21.73652,32.022,-11.32485,46.26729,94.05415,-66.39089,164.1918,99.07349,69.65088,19.09575,6.486591,6.882067,22.5405,48.61482,2.225247,-18.45449,41.99067,-21.80236,-6.308678,10.98328,-4.736061,32.17133,3.136295,0,0,0,0,0,0
-2066.425,-3663.43,-1361.309,-934.2299,417.0497,1696.023,-214.4593,-106.7891,373.9286,123.9481,238.6907,-1484.161,100.6774,-38.46507,-299.8111,191.6299,527.98,290.7404,240.2342,-50.26142,170.8752,-284.0317,25.70476,-31.88565,413.6644,396.7817,-296.4466,-610.0571,349.1923,473.5569,97.19009,217.9634,-578.4942,-272.6576,-21.62855,171.9877,-210.442,-607.3934,232.8905,519.8359,53.31844,-356.5892,357.9451,216.1191,403.6239,-504.7529,80.43334,-142.1697,-521.0839,-170.5462,-276.291,443.0709,150.3085,-219.9485,282.0043,-31.10685,-323.4427,-278.1855,-19.88404,-187.3766,63.15443,-159.06,-244.3759,237.7341,184.7667,-106.7833,-43.8518,5.796027,-26.85806,-222.1026,-27.22825,97.71289,0.7806987,-45.77651,-77.58804,25.95567,11.03189,3.074253,-37.72945,-26.9175,80.9123,-9.184147,-109.1528,89.41786,-28.24988,55.5094,-13.33048,15.38009,103.3726,-17.54546,22.47261,-2.419367,36.85818,0.5808489,-19.67614,0,0,0,0,0,0
-2664.173,-2148.548,-2359.195,-1064.677,-321.7203,-610.3265,322.88,-201.8489,401.4338,607.8114,847.926,129.6961,197.3814,640.2297,1180.773,428.179,573.5103,-607.864,20.84388,-732.5125,199.757,-829.9409,245.9247,-200.5086,302.6341,657.3418,-141.6965,-398.9432,708.309,-358.246,-173.6397,-175.3068,10.25648,281.1198,-450.2444,-294.7386,53.20176,508.4275,-496.3392,-77.43373,474.9437,619.3565,-43.0127,8.051948,64.36273,526.6783,477.9398,-72.30945,52.39983,-22.3322,202.6667,383.4367,317.8054,86.20233,-52.3014,216.8613,64.1376,-210.2069,168.5215,110.0261,-90.51981,147.711,-5.390323,89.5053,-82.64314,197.1065,-85.20567,-124.1749,-110.19,-3.168664,-92.82394,35.54194,-58.73769,-103.1964,4.569693,-10.35573,74.46121,-30.41896,-173.5029,-53.00072,83.95882,-12.68573,6.996428,19.75494,-8.704369,22.9623,1.566978,-66.98802,26.30932,36.44248,0.8452004,17.55151,47.75644,-20.66438,-13.52887,0,0,0,0,0,0
-1668.417,-2151.43,-2712.999,-623.6866,27.99316,-425.0662,242.6907,-375.8565,-28.7738,847.7615,1141.022,153.7387,-409.3043,-52.8931,1045.34,161.0295,153.1181,-721.1057,-106.4766,-378.4964,155.0494,-571.7917,-436.4393,464.8015,-468.3267,558.5524,368.894,237.5281,375.3882,-56.63729,-298.3716,-255.8136,-165.89,-207.3255,771.9166,207.2056,488.8018,-816.1136,411.5406,-571.7758,-447.4809,374.1185,207.0753,-405.6596,155.6668,-297.697,-149.6255,295.2035,74.30471,509.3065,-95.1338,-223.5781,-200.7502,49.20287,-33.34039,-228.1383,-41.99798,243.0892,-33.3503,-90.16417,49.32819,-18.35216,-66.91621,47.71175,-62.43923,-42.5425,54.31758,40.1242,-6.682523,38.07009,49.83336,5.250381,-22.32208,21.97545,7.087551,-130.5186,-17.12101,-81.89402,-36.08795,176.9668,-66.97588,-0.9960018,11.01128,69.08941,34.84563,-33.4883,-9.184235,48.9181,-17.46856,8.713587,-19.61158,1.185215,-20.48101,10.76836,7.215484,0,0,0,0,0,0
-2067.708,-3689.783,-1849.573,-715.7784,303.2927,1526.745,300.8279,-456.7424,594.9141,77.59927,208.4635,-1596.295,233.505,273.2046,-229.3787,44.39972,140.8537,230.9041,531.709,31.75037,626.6002,30.09962,-593.9587,-183.2156,-376.765,-360.877,27.54758,396.8036,-183.0378,343.0152,-250.334,282.9363,453.8501,195.644,-70.55529,132.2746,112.0581,64.51077,-226.5778,36.439,-110.4013,-50.99377,-327.4554,-60.00875,-164.0024,138.4014,-78.07832,-171.4604,215.4131,-27.33571,-52.15939,-14.72454,-16.18429,25.69523,-14.74008,14.59103,150.2189,171.5223,-25.16337,53.61612,-49.65372,21.31531,167.3274,-36.55906,-110.9327,89.35431,-41.84082,68.72723,13.2706,12.2353,12.23336,-37.43504,61.90588,26.18705,-41.73219,-25.74302,19.86248,-35.08101,-19.99355,9.047273,-27.8291,-0.8533372,17.46599,-32.66296,4.656645,3.431003,-9.594537,4.767178,-6.805457,-11.52953,1.063618,10.47243,7.095003,-5.482469,13.47422,0,0,0,0,0,0
-2067.708,-3689.783,-1849.573,-715.7784,303.2927,1526.745,300.8279,-456.7424,594.9141,77.59927,208.4635,-1596.295,233.505,273.2046,-229.3787,44.39972,140.8537,230.9041,531.709,31.75037,626.6002,30.09962,-593.9587,-183.2156,-376.765,-360.877,27.54758,396.8036,-183.0378,343.0152,-250.334,282.9363,453.8501,195.644,-70.55529,132.2746,112.0581,64.51077,-226.5778,36.439,-110.4013,-50.99377,-327.4554,-60.00875,-164.0024,138.4014,-78.07832,-171.4604,215.4131,-27.33571,-52.15939,-14.72454,-16.18429,25.69523,-14.74008,14.59103,150.2189,171.5223,-25.16337,53.61612,-49.65372,21.31531,167.3274,-36.55906,-110.9327,89.35431,-41.84082,68.72723,13.2706,12.2353,12.23336,-37.43504,61.90588,26.18705,-41.73219,-25.74302,19.86248,-35.08101,-19.99355,9.047273,-27.8291,-0.8533372,17.46599,-32.66296,4.656645,3.431003,-9.594537,4.767178,-6.805457,-11.52953,1.063618,10.47243,7.095003,-5.482469,13.47422,0,0,0,0,0,0
